Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix, 1-wire, ble, RAT, Band
24/04/2025,08:08:36,24/04/2025,01:59:48,8674886293973,0x6010,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11517,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418043b2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 04:59:47
24/04/2025,08:08:37,24/04/2025,02:00:03,8674886293973,0x6011,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11464,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050002,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:00:02
24/04/2025,08:08:37,24/04/2025,02:00:18,8674886293973,0x6012,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11464,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050011,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:00:17
24/04/2025,08:08:38,24/04/2025,02:00:33,8674886293973,0x6013,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11515,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050020,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:00:32
24/04/2025,08:08:38,24/04/2025,02:00:48,8674886293973,0x6014,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11529,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805002f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:00:47
24/04/2025,08:08:39,24/04/2025,02:01:03,8674886293973,0x6015,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11526,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050102,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:01:02
24/04/2025,08:08:39,24/04/2025,02:01:18,8674886293973,0x6016,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11469,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050111,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:01:17
24/04/2025,08:08:40,24/04/2025,02:01:33,8674886293973,0x6017,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11518,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050120,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:01:32
24/04/2025,08:08:40,24/04/2025,02:01:48,8674886293973,0x6018,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11464,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805012f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:01:47
24/04/2025,08:08:41,24/04/2025,02:02:03,8674886293973,0x6019,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11526,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050202,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:02:02
24/04/2025,08:08:41,24/04/2025,02:02:18,8674886293973,0x601a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11455,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050211,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:02:17
24/04/2025,08:08:42,24/04/2025,02:02:33,8674886293973,0x601b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11510,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050220,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:02:32
24/04/2025,08:08:42,24/04/2025,02:02:48,8674886293973,0x601c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11510,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805022f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:02:47
24/04/2025,08:08:43,24/04/2025,02:03:03,8674886293973,0x601d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11447,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050302,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:03:02
24/04/2025,08:08:43,24/04/2025,02:03:18,8674886293973,0x601e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11340,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050311,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:03:17
24/04/2025,08:08:44,24/04/2025,02:03:33,8674886293973,0x601f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11452,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050320,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:03:32
24/04/2025,08:08:44,24/04/2025,02:03:48,8674886293973,0x6020,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11512,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805032f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:03:47
24/04/2025,08:08:45,24/04/2025,02:04:03,8674886293973,0x6022,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11465,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050403,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:04:03
24/04/2025,08:08:45,24/04/2025,02:04:18,8674886293973,0x6023,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11465,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050412,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:04:18
24/04/2025,08:08:46,24/04/2025,02:04:33,8674886293973,0x6025,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11380,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050421,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:04:33
24/04/2025,08:08:46,24/04/2025,02:04:48,8674886293973,0x6026,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11487,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805042f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:04:47
24/04/2025,08:08:47,24/04/2025,02:05:03,8674886293973,0x6027,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11505,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050503,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:05:03
24/04/2025,08:08:47,24/04/2025,02:05:18,8674886293973,0x6028,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11505,0001,-,01,00,21,10,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050511,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:05:17
24/04/2025,08:08:48,24/04/2025,02:05:33,8674886293973,0x6029,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11442,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050520,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:05:32
24/04/2025,08:08:48,24/04/2025,02:05:48,8674886293973,0x602a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11442,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805052f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:05:47
24/04/2025,08:08:49,24/04/2025,02:06:03,8674886293973,0x602b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11510,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050603,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:06:03
24/04/2025,08:08:49,24/04/2025,02:06:18,8674886293973,0x602c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11434,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050612,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:06:18
24/04/2025,08:08:50,24/04/2025,02:06:33,8674886293973,0x602d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11507,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050621,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:06:33
24/04/2025,08:08:50,24/04/2025,02:06:48,8674886293973,0x602e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11533,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805062f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:06:47
24/04/2025,08:08:51,24/04/2025,02:07:03,8674886293973,0x602f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11484,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050703,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:07:03
24/04/2025,08:08:51,24/04/2025,02:07:18,8674886293973,0x6030,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11449,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050712,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:07:18
24/04/2025,08:08:52,24/04/2025,02:07:33,8674886293973,0x6031,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11523,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050721,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:07:33
24/04/2025,08:08:52,24/04/2025,02:07:48,8674886293973,0x6032,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11465,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805072f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:07:47
24/04/2025,08:08:53,24/04/2025,02:08:03,8674886293973,0x6033,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11465,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050802,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:08:02
24/04/2025,08:08:53,24/04/2025,02:08:18,8674886293973,0x6034,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11454,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050811,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:08:17
24/04/2025,08:08:54,24/04/2025,02:08:33,8674886293973,0x6035,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11522,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050820,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:08:32
24/04/2025,08:08:54,24/04/2025,02:08:48,8674886293973,0x6036,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11517,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805082f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:08:47
24/04/2025,08:08:55,24/04/2025,02:09:03,8674886293973,0x6037,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11503,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050902,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:09:02
24/04/2025,08:08:55,24/04/2025,02:09:18,8674886293973,0x6039,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11470,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050911,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:09:17
24/04/2025,08:08:56,24/04/2025,02:09:33,8674886293973,0x603b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11469,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050920,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:09:32
24/04/2025,08:08:57,24/04/2025,02:09:48,8674886293973,0x603c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11466,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805092f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:09:47
24/04/2025,08:08:57,24/04/2025,02:10:03,8674886293973,0x603d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11453,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050a02,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:10:02
24/04/2025,08:08:58,24/04/2025,02:10:18,8674886293973,0x603e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11446,0001,-,01,00,21,11,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050a11,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:10:17
24/04/2025,08:08:58,24/04/2025,02:10:33,8674886293973,0x603f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11509,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050a20,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:10:32
24/04/2025,08:08:59,24/04/2025,02:10:48,8674886293973,0x6040,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11510,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050a2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:10:47
24/04/2025,08:08:59,24/04/2025,02:11:03,8674886293973,0x6041,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11337,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050b02,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:11:02
24/04/2025,08:09:00,24/04/2025,02:11:18,8674886293973,0x6042,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11521,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050b11,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:11:17
24/04/2025,08:09:00,24/04/2025,02:11:33,8674886293973,0x6043,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11483,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050b20,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:11:32
24/04/2025,08:09:01,24/04/2025,02:11:48,8674886293973,0x6044,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11473,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050b2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:11:47
24/04/2025,08:09:01,24/04/2025,02:12:03,8674886293973,0x6046,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11481,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050c02,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:12:02
24/04/2025,08:09:02,24/04/2025,02:12:18,8674886293973,0x6047,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11531,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050c11,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:12:17
24/04/2025,08:09:02,24/04/2025,02:12:33,8674886293973,0x6048,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050c20,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:12:32
24/04/2025,08:09:03,24/04/2025,02:12:48,8674886293973,0x6049,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050c2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:12:47
24/04/2025,08:09:03,24/04/2025,02:13:03,8674886293973,0x604a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050d02,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:13:02
24/04/2025,08:09:04,24/04/2025,02:13:18,8674886293973,0x604b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11480,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050d11,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:13:17
24/04/2025,08:09:04,24/04/2025,02:13:33,8674886293973,0x604c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11513,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050d20,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:13:32
24/04/2025,08:09:05,24/04/2025,02:13:48,8674886293973,0x604d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11515,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050d2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:13:47
24/04/2025,08:09:05,24/04/2025,02:14:03,8674886293973,0x604e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11515,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050e02,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:14:02
24/04/2025,08:09:06,24/04/2025,02:14:18,8674886293973,0x6050,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11462,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050e11,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:14:17
24/04/2025,08:09:06,24/04/2025,02:14:33,8674886293973,0x6051,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11469,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050e20,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:14:32
24/04/2025,08:09:07,24/04/2025,02:14:48,8674886293973,0x6052,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11469,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050e2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:14:47
24/04/2025,08:09:07,24/04/2025,02:15:03,8674886293973,0x6053,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11471,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050f02,0724,0006,c4a7,07a71434,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:15:02
24/04/2025,08:09:08,24/04/2025,02:15:18,8674886293973,0x6054,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11531,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050f11,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:15:17
24/04/2025,08:09:08,24/04/2025,02:15:33,8674886293973,0x6055,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11523,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050f20,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:15:32
24/04/2025,08:09:09,24/04/2025,02:15:48,8674886293973,0x6056,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11451,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418050f2f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:15:47
24/04/2025,08:09:09,24/04/2025,02:16:03,8674886293973,0x6057,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11451,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418051003,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:16:03
24/04/2025,08:09:10,24/04/2025,02:16:18,8674886293973,0x6058,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11451,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418051012,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:16:18
24/04/2025,08:09:11,24/04/2025,02:16:33,8674886293973,0x6059,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11451,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418051021,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:16:33
24/04/2025,08:09:11,24/04/2025,02:16:48,8674886293973,0x605a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11447,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e9041805102f,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:16:47
24/04/2025,08:09:11,24/04/2025,02:17:03,8674886293973,0x605b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11447,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418051102,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:17:02
24/04/2025,08:09:12,24/04/2025,02:17:18,8674886293973,0x605c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11447,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418051111,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:17:17
24/04/2025,08:09:12,24/04/2025,02:17:33,8674886293973,0x605d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11457,0001,-,01,00,21,12,-,-,01,0.0,010a,0x024a,-23.329979,-51.177734,07e90418051120,0724,0006,c4a7,07a7140c,0x0.1,0x20.4,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-24 05:17:32
