Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix,,
27/03/2025,08:43:25,26/03/2025,03:23:19,8674886293973,0x29f7,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061711,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:23:17 ,,
27/03/2025,09:17:41,26/03/2025,12:29:33,8674886293973,0x398f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0a,-,1,0,0,0x0242,-23.329851,-51.177658,07e9031a0f1d1f,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 15:29:31 ,,
27/03/2025,08:43:26,26/03/2025,03:23:29,8674886293973,0x29f9,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a06171c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:23:28 ,,
27/03/2025,08:43:26,26/03/2025,03:23:34,8674886293973,0x29fa,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061721,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:23:33 ,,
27/03/2025,08:43:27,26/03/2025,03:23:39,8674886293973,0x29fb,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061726,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:23:38 ,,
27/03/2025,08:59:36,26/03/2025,06:08:42,8674886293973,0x31bc,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a090828,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:08:40 ,,
27/03/2025,08:43:28,26/03/2025,03:23:49,8674886293973,0x29fd,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061730,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:23:48 ,,
27/03/2025,08:43:28,26/03/2025,03:23:54,8674886293973,0x29fe,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061735,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:23:53 ,,
27/03/2025,09:10:19,26/03/2025,07:49:46,8674886293973,0x35dd,GTPNR,0x00fe7fbf,802003,0x0902,0x0915,100,0,0,0,0,0,41,0,-,0,0,0,0x0000,0,0,0,0,0,0,0,0x000000,0x0000000208,0x000000,0x000000000000,-,3, -,-,,,
27/03/2025,08:52:08,26/03/2025,04:52:58,8674886293973,0x2e26,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a073438,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:52:56 ,,
27/03/2025,08:43:30,26/03/2025,03:24:09,8674886293973,0x2a02,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061808,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:08 ,,
27/03/2025,08:43:30,26/03/2025,03:24:14,8674886293973,0x2a03,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a06180d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:13 ,,
27/03/2025,08:43:31,26/03/2025,03:24:19,8674886293973,0x2a05,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061812,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:18 ,,
27/03/2025,08:49:09,26/03/2025,04:22:01,8674886293973,0x2cba,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a07153b,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 07:21:59 ,,
27/03/2025,08:43:32,26/03/2025,03:24:29,8674886293973,0x2a07,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a06181c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:28 ,,
27/03/2025,08:43:32,26/03/2025,03:24:34,8674886293973,0x2a08,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061821,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:33 ,,
27/03/2025,08:43:33,26/03/2025,03:24:39,8674886293973,0x2a09,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061826,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:38 ,,
27/03/2025,08:56:48,26/03/2025,05:39:13,8674886293973,0x3065,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a08270b,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:39:11 ,,
27/03/2025,08:43:34,26/03/2025,03:24:49,8674886293973,0x2a0b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061830,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:48 ,,
27/03/2025,08:43:34,26/03/2025,03:24:54,8674886293973,0x2a0c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061835,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:53 ,,
27/03/2025,08:43:35,26/03/2025,03:24:59,8674886293973,0x2a0d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a06183a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:24:58 ,,
27/03/2025,09:16:23,26/03/2025,12:16:38,8674886293973,0x38f0,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0a,-,1,0,0,0x0248,-23.330067,-51.177323,07e9031a0f1025,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 15:16:37 ,,
27/03/2025,09:23:18,26/03/2025,13:45:00,8674886293973,0x3c4b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,6,-,5,0,001d,0x01bc,-23.32936,-51.178815,07e9031a102c39,724,6,c4a7,07a71434,0x000006,0x0000000402,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:44:57 ,,
27/03/2025,08:43:36,26/03/2025,03:25:14,8674886293973,0x2a10,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a06190d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:13 ,,
27/03/2025,08:43:37,26/03/2025,03:25:19,8674886293973,0x2a11,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061912,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:18 ,,
27/03/2025,09:22:47,26/03/2025,13:39:45,8674886293973,0x3c0a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,9,-,1,0,001d,0x0208,-23.329461,-51.178314,07e9031a10272b,724,6,c4a7,07a71434,0x000005,0x0000000400,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 16:39:43 ,,
27/03/2025,08:30:26,26/03/2025,01:11:06,8674886293973,0x23bc,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a040b04,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:11:04 ,,
27/03/2025,08:43:38,26/03/2025,03:25:34,8674886293973,0x2a14,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061921,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:33 ,,
27/03/2025,08:43:39,26/03/2025,03:25:39,8674886293973,0x2a15,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061926,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:38 ,,
27/03/2025,09:03:27,26/03/2025,06:48:43,8674886293973,0x3397,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323155,-51.189645,07e9031a093029,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:48:41 ,,
27/03/2025,08:43:40,26/03/2025,03:25:49,8674886293973,0x2a17,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061930,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:48 ,,
27/03/2025,08:43:40,26/03/2025,03:25:54,8674886293973,0x2a18,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0a,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061935,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:53 ,,
27/03/2025,08:43:41,26/03/2025,03:25:59,8674886293973,0x2a19,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a06193a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:25:58 ,,
27/03/2025,08:45:56,26/03/2025,03:50:17,8674886293973,0x2b2f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a06320e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:50:14 ,,
27/03/2025,08:42:43,26/03/2025,03:16:24,8674886293973,0x29a2,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061017,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:16:23 ,,
27/03/2025,08:19:07,25/03/2025,23:18:40,8674886293973,0x1e4b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a021226,724,6,c4a7,07a6b015,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 02:18:38 ,,
27/03/2025,08:43:43,26/03/2025,03:26:19,8674886293973,0x2a1d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a12,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:18 ,,
27/03/2025,08:28:34,26/03/2025,00:52:31,8674886293973,0x22d5,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a03341d,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:52:29 ,,
27/03/2025,08:43:44,26/03/2025,03:26:29,8674886293973,0x2a1f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a1c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:28 ,,
27/03/2025,08:43:44,26/03/2025,03:26:34,8674886293973,0x2a20,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a21,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:33 ,,
27/03/2025,08:43:45,26/03/2025,03:26:39,8674886293973,0x2a21,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a26,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:38 ,,
27/03/2025,09:00:34,26/03/2025,06:18:22,8674886293973,0x3234,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a091214,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:18:20 ,,
27/03/2025,08:43:46,26/03/2025,03:26:49,8674886293973,0x2a23,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a30,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:48 ,,
27/03/2025,08:43:46,26/03/2025,03:26:54,8674886293973,0x2a24,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a35,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:53 ,,
27/03/2025,08:43:47,26/03/2025,03:26:59,8674886293973,0x2a25,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061a3a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:26:58 ,,
27/03/2025,08:53:25,26/03/2025,05:05:38,8674886293973,0x2ec4,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x024c,-23.323122,-51.189675,07e9031a080524,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 08:05:36 ,,
27/03/2025,08:43:48,26/03/2025,03:27:09,8674886293973,0x2a27,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b07,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:07 ,,
27/03/2025,08:43:48,26/03/2025,03:27:14,8674886293973,0x2a28,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b0c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:12 ,,
27/03/2025,09:10:01,26/03/2025,07:45:01,8674886293973,0x35b8,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,6,-,2,0,00af,0x0238,-23.329805,-51.177748,07e9031a0a2c39,0,0,0,0,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 10:44:57 ,,
27/03/2025,09:28:31,26/03/2025,19:29:16,8674886293973,0x3f3f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,7,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a161d0e,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:29:14 ,,
27/03/2025,08:43:50,26/03/2025,03:27:29,8674886293973,0x2a2b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b1c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:28 ,,
27/03/2025,08:43:50,26/03/2025,03:27:34,8674886293973,0x2a2c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0b,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b21,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:33 ,,
27/03/2025,08:43:51,26/03/2025,03:27:39,8674886293973,0x2a2d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b26,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:38 ,,
27/03/2025,08:42:25,26/03/2025,03:13:29,8674886293973,0x297d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a060d1c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:13:28 ,,
27/03/2025,08:43:52,26/03/2025,03:27:49,8674886293973,0x2a2f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b30,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:48 ,,
27/03/2025,08:43:52,26/03/2025,03:27:54,8674886293973,0x2a30,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b35,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:53 ,,
27/03/2025,08:43:53,26/03/2025,03:27:59,8674886293973,0x2a31,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061b3a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:27:58 ,,
27/03/2025,09:02:12,26/03/2025,06:34:32,8674886293973,0x32fc,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0210,-23.323136,-51.189757,07e9031a09221e,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 09:34:30 ,,
27/03/2025,08:43:54,26/03/2025,03:28:09,8674886293973,0x2a33,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061c08,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:28:08 ,,
27/03/2025,09:13:35,26/03/2025,10:23:23,8674886293973,0x379f,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,22,6,-,2,1200,101,0x0278,-23.330598,-51.182021,07e9031a0d1716,724,6,c4a7,07a71434,0x000004,0x0000000302,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 13:23:22 ,,
27/03/2025,08:43:55,26/03/2025,03:28:19,8674886293973,0x2a35,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061c12,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:28:18 ,,
27/03/2025,08:28:55,26/03/2025,00:55:56,8674886293973,0x2300,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a033736,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 03:55:54 ,,
27/03/2025,08:43:56,26/03/2025,03:28:29,8674886293973,0x2a37,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061c1c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:28:28 ,,
27/03/2025,08:32:11,26/03/2025,01:28:26,8674886293973,0x2492,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0a,-,1,0,00ee,0x0239,-23.323102,-51.189739,07e9031a041c18,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 04:28:24 ,,
27/03/2025,08:45:14,26/03/2025,03:43:12,8674886293973,0x2ad8,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,53,0x0258,-23.323113,-51.189557,07e9031a062b09,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:43:09 ,,
27/03/2025,09:14:53,26/03/2025,12:04:59,8674886293973,0x385e,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,8,-,1,0,0,0x0248,-23.330067,-51.177323,07e9031a0f0438,724,6,c4a7,07a71434,0x000000,0x0000000306,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 15:04:56 ,,
27/03/2025,08:43:58,26/03/2025,03:28:49,8674886293973,0x2a3b,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061c30,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:28:48 ,,
27/03/2025,08:43:58,26/03/2025,03:28:54,8674886293973,0x2a3c,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061c35,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:28:53 ,,
27/03/2025,08:43:59,26/03/2025,03:28:59,8674886293973,0x2a3d,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061c3a,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:28:58 ,,
27/03/2025,09:29:11,26/03/2025,19:42:16,8674886293973,0x3f92,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,3,-,0,-,0,0,41,0b,-,3,0,0,0x02b1,-23.330059,-51.177911,07e9031a162a0f,724,6,c4a7,07a71434,0x000000,0x0000000407,0x000000,0x000000000000,-,-, -, -, 2025-03-26 22:42:15 ,,
27/03/2025,08:44:00,26/03/2025,03:29:09,8674886293973,0x2a40,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061d07,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:29:07 ,,
27/03/2025,08:44:00,26/03/2025,03:29:14,8674886293973,0x2a41,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061d0c,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:29:12 ,,
27/03/2025,08:44:01,26/03/2025,03:29:19,8674886293973,0x2a43,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,100,-,0,-,1,0,21,0c,-,1,0,0,0x0251,-23.32308,-51.189627,07e9031a061d11,724,6,c4a7,07a6b033,0x000000,0x0000000208,0x000000,0x000000000000,-,-, 5.0, -, 2025-03-26 06:29:17 ,,
